f127.0.0.1:1111,127.0.0.1:2222	1132	-1	17	0
f127.0.0.1:1111,127.0.0.1:2222	1132	2	18	0	3
f127.0.0.1:1111,127.0.0.1:2222	1133	3	19	0	3
f127.0.0.1:1111,127.0.0.1:2222	1133	4	20	0	3
f127.0.0.1:1111,127.0.0.1:2222	1137	3
f127.0.0.1:2222,127.0.0.1:1111	1137	4	0	16	4
f127.0.0.1:1111,127.0.0.1:2222	1143	3
f127.0.0.1:2222,127.0.0.1:1111	1144	2
f127.0.0.1:2222,127.0.0.1:1111	1144	3	0	16	4
f127.0.0.1:1111,127.0.0.1:2222	1144	4	21	0	3
f127.0.0.1:1111,127.0.0.1:2222	1145	3
f127.0.0.1:2222,127.0.0.1:1111	1145	4	0	16	4
f127.0.0.1:1111,127.0.0.1:2222	1154	3
f127.0.0.1:2222,127.0.0.1:1111	1154	2
f127.0.0.1:2222,127.0.0.1:1111	1154	3	0	16	4
f127.0.0.1:2222,127.0.0.1:1111	1155	2
f127.0.0.1:2222,127.0.0.1:1111	1162	1
f127.0.0.1:2222,127.0.0.1:1111	1171	0
f127.0.0.1:1111,127.0.0.1:2222	2144	1	17	0	3
f127.0.0.1:1111,127.0.0.1:2222	2148	0
f127.0.0.1:2222,127.0.0.1:1111	2148	1	0	17	4
f127.0.0.1:2222,127.0.0.1:1111	2148	0
f127.0.0.1:2222,127.0.0.1:1111	2148	-1	0	17
f127.0.0.1:1111,127.0.0.1:2222	3144	1	17	0	3
f127.0.0.1:1111,127.0.0.1:2222	3149	0
f127.0.0.1:2222,127.0.0.1:1111	3149	1	0	17	4
f127.0.0.1:2222,127.0.0.1:1111	3154	0
f127.0.0.1:1111,127.0.0.1:2222	3155	1	18	0	3
f127.0.0.1:1111,127.0.0.1:2222	3155	2	19	0	3
f127.0.0.1:1111,127.0.0.1:2222	3159	1
f127.0.0.1:2222,127.0.0.1:1111	3159	2	0	18	4
f127.0.0.1:1111,127.0.0.1:2222	3163	1
f127.0.0.1:2222,127.0.0.1:1111	3163	2	0	19	4
f127.0.0.1:2222,127.0.0.1:1111	3165	1
f127.0.0.1:1111,127.0.0.1:2222	3165	2	20	0	3
f127.0.0.1:1111,127.0.0.1:2222	3169	1
f127.0.0.1:2222,127.0.0.1:1111	3169	2	0	20	4
f127.0.0.1:2222,127.0.0.1:1111	3174	1
f127.0.0.1:1111,127.0.0.1:2222	3175	2	21	0	3
f127.0.0.1:1111,127.0.0.1:2222	3175	3	22	0	3
f127.0.0.1:1111,127.0.0.1:2222	3175	2
f127.0.0.1:1111,127.0.0.1:2222	3175	-1	22	0
f127.0.0.1:1111,127.0.0.1:2222	3179	1
f127.0.0.1:2222,127.0.0.1:1111	3179	2	0	21	4
f127.0.0.1:2222,127.0.0.1:1111	3181	1
f127.0.0.1:1111,127.0.0.1:2222	3181	2	23	0	3
f127.0.0.1:1111,127.0.0.1:2222	3191	1
f127.0.0.1:2222,127.0.0.1:1111	3191	0
f127.0.0.1:2222,127.0.0.1:1111	3191	1	0	21	4
f127.0.0.1:1111,127.0.0.1:2222	3191	2	24	0	3
f127.0.0.1:1111,127.0.0.1:2222	3201	1
f127.0.0.1:2222,127.0.0.1:1111	3201	0
f127.0.0.1:2222,127.0.0.1:1111	3201	1	0	21	4
f127.0.0.1:2222,127.0.0.1:1111	3201	0
f127.0.0.1:2222,127.0.0.1:1111	3201	-1	0	21
f127.0.0.1:1111,127.0.0.1:2222	4192	1	22	0	3
f127.0.0.1:1111,127.0.0.1:2222	4196	0
f127.0.0.1:2222,127.0.0.1:1111	4196	1	0	22	4
f127.0.0.1:2222,127.0.0.1:1111	4203	0
f127.0.0.1:1111,127.0.0.1:2222	4203	1	23	0	3
f127.0.0.1:1111,127.0.0.1:2222	4203	2	24	0	3
f127.0.0.1:1111,127.0.0.1:2222	4207	1
f127.0.0.1:2222,127.0.0.1:1111	4207	2	0	23	4
f127.0.0.1:1111,127.0.0.1:2222	4211	1
f127.0.0.1:2222,127.0.0.1:1111	4211	2	0	24	4
f127.0.0.1:2222,127.0.0.1:1111	4213	1
f127.0.0.1:1111,127.0.0.1:2222	4213	2	25	0	3
f127.0.0.1:1111,127.0.0.1:2222	4218	1
f127.0.0.1:2222,127.0.0.1:1111	4218	2	0	25	4
f127.0.0.1:2222,127.0.0.1:1111	4223	1
f127.0.0.1:1111,127.0.0.1:2222	4223	2	26	0	3
f127.0.0.1:1111,127.0.0.1:2222	4223	3	27	0	3
f127.0.0.1:1111,127.0.0.1:2222	4227	2
f127.0.0.1:2222,127.0.0.1:1111	4227	3	0	26	4
f127.0.0.1:2222,127.0.0.1:1111	4229	2
f127.0.0.1:1111,127.0.0.1:2222	4229	3	28	0	3
f127.0.0.1:1111,127.0.0.1:2222	4231	2
f127.0.0.1:2222,127.0.0.1:1111	4232	3	0	27	4
f127.0.0.1:1111,127.0.0.1:2222	4237	2
f127.0.0.1:2222,127.0.0.1:1111	4237	3	0	28	4
f127.0.0.1:2222,127.0.0.1:1111	4239	2
f127.0.0.1:1111,127.0.0.1:2222	4239	3	29	0	3
f127.0.0.1:1111,127.0.0.1:2222	4243	2
f127.0.0.1:2222,127.0.0.1:1111	4243	1
f127.0.0.1:2222,127.0.0.1:1111	4243	2	0	29	4
f127.0.0.1:1111,127.0.0.1:2222	4243	3	30	0	3
f127.0.0.1:1111,127.0.0.1:2222	4244	4	31	0	3
f127.0.0.1:1111,127.0.0.1:2222	4248	3
f127.0.0.1:2222,127.0.0.1:1111	4248	4	0	30	4
f127.0.0.1:1111,127.0.0.1:2222	4251	3
f127.0.0.1:2222,127.0.0.1:1111	4252	4	0	31	4
f127.0.0.1:2222,127.0.0.1:1111	4255	3
f127.0.0.1:2222,127.0.0.1:1111	4255	2
f127.0.0.1:1111,127.0.0.1:2222	4255	3	32	0	3
f127.0.0.1:1111,127.0.0.1:2222	4255	2
f127.0.0.1:1111,127.0.0.1:2222	4255	-1	32	0
f127.0.0.1:1111,127.0.0.1:2222	4255	3	33	0	3
f127.0.0.1:1111,127.0.0.1:2222	4260	2
f127.0.0.1:2222,127.0.0.1:1111	4260	3	0	31	4
f127.0.0.1:2222,127.0.0.1:1111	4265	2
f127.0.0.1:1111,127.0.0.1:2222	4265	3	34	0	3
f127.0.0.1:1111,127.0.0.1:2222	4269	2
f127.0.0.1:2222,127.0.0.1:1111	4269	3	0	31	4
f127.0.0.1:2222,127.0.0.1:1111	4274	2
f127.0.0.1:1111,127.0.0.1:2222	4274	3	35	0	3
f127.0.0.1:1111,127.0.0.1:2222	4274	4	36	0	3
f127.0.0.1:2222,127.0.0.1:1111	4277	3
f127.0.0.1:1111,127.0.0.1:2222	4278	2
f127.0.0.1:2222,127.0.0.1:1111	4279	3	0	31	4
f127.0.0.1:1111,127.0.0.1:2222	4290	2
f127.0.0.1:2222,127.0.0.1:1111	4290	1
f127.0.0.1:2222,127.0.0.1:1111	4290	0
f127.0.0.1:2222,127.0.0.1:1111	4290	1	0	31	4
f127.0.0.1:2222,127.0.0.1:1111	4302	0
f127.0.0.1:1111,127.0.0.1:2222	5274	1	32	0	3
f127.0.0.1:1111,127.0.0.1:2222	5280	0
f127.0.0.1:2222,127.0.0.1:1111	5280	1	0	32	4
f127.0.0.1:2222,127.0.0.1:1111	5287	0
f127.0.0.1:1111,127.0.0.1:2222	5287	1	33	0	3
f127.0.0.1:1111,127.0.0.1:2222	5287	2	34	0	3
f127.0.0.1:1111,127.0.0.1:2222	5291	1
f127.0.0.1:2222,127.0.0.1:1111	5291	2	0	33	4
f127.0.0.1:1111,127.0.0.1:2222	5296	1
f127.0.0.1:2222,127.0.0.1:1111	5296	2	0	34	4
f127.0.0.1:2222,127.0.0.1:1111	5297	1
f127.0.0.1:1111,127.0.0.1:2222	5297	2	35	0	3
f127.0.0.1:1111,127.0.0.1:2222	5302	1
f127.0.0.1:2222,127.0.0.1:1111	5302	2	0	35	4
f127.0.0.1:2222,127.0.0.1:1111	5308	1
f127.0.0.1:1111,127.0.0.1:2222	5308	2	36	0	3
f127.0.0.1:1111,127.0.0.1:2222	5308	3	37	0	3
f127.0.0.1:1111,127.0.0.1:2222	5312	2
f127.0.0.1:2222,127.0.0.1:1111	5312	3	0	36	4
f127.0.0.1:2222,127.0.0.1:1111	5314	2
f127.0.0.1:1111,127.0.0.1:2222	5314	3	38	0	3
f127.0.0.1:1111,127.0.0.1:2222	5316	2
f127.0.0.1:2222,127.0.0.1:1111	5316	3	0	37	4
f127.0.0.1:1111,127.0.0.1:2222	5322	2
f127.0.0.1:2222,127.0.0.1:1111	5322	3	0	38	4
f127.0.0.1:2222,127.0.0.1:1111	5323	2
f127.0.0.1:1111,127.0.0.1:2222	5323	3	39	0	3
f127.0.0.1:1111,127.0.0.1:2222	5327	2
f127.0.0.1:2222,127.0.0.1:1111	5327	1
f127.0.0.1:2222,127.0.0.1:1111	5328	2	0	39	4
f127.0.0.1:1111,127.0.0.1:2222	5328	3	40	0	3
f127.0.0.1:1111,127.0.0.1:2222	5328	2
f127.0.0.1:1111,127.0.0.1:2222	5328	-1	40	0
f127.0.0.1:1111,127.0.0.1:2222	5328	3	41	0	3
f127.0.0.1:1111,127.0.0.1:2222	5332	2
f127.0.0.1:2222,127.0.0.1:1111	5333	3	0	39	4
f127.0.0.1:2222,127.0.0.1:1111	5344	2
f127.0.0.1:2222,127.0.0.1:1111	5344	1
f127.0.0.1:1111,127.0.0.1:2222	5344	2	42	0	3
f127.0.0.1:1111,127.0.0.1:2222	5344	1
f127.0.0.1:1111,127.0.0.1:2222	5344	-1	42	0
f127.0.0.1:1111,127.0.0.1:2222	5344	2	43	0	3
f127.0.0.1:1111,127.0.0.1:2222	5344	1
f127.0.0.1:1111,127.0.0.1:2222	5344	-1	43	0
f127.0.0.1:2222,127.0.0.1:1111	5358	0
f127.0.0.1:1111,127.0.0.1:2222	6344	1	40	0	3
f127.0.0.1:1111,127.0.0.1:2222	6348	0
f127.0.0.1:2222,127.0.0.1:1111	6349	1	0	40	4
f127.0.0.1:2222,127.0.0.1:1111	6355	0
f127.0.0.1:1111,127.0.0.1:2222	6355	1	41	0	3
f127.0.0.1:1111,127.0.0.1:2222	6355	2	42	0	3
f127.0.0.1:1111,127.0.0.1:2222	6360	1
f127.0.0.1:2222,127.0.0.1:1111	6360	2	0	41	4
f127.0.0.1:1111,127.0.0.1:2222	6364	1
f127.0.0.1:2222,127.0.0.1:1111	6364	2	0	42	4
f127.0.0.1:2222,127.0.0.1:1111	6367	1
f127.0.0.1:1111,127.0.0.1:2222	6367	2	43	0	3
f127.0.0.1:1111,127.0.0.1:2222	6371	1
f127.0.0.1:2222,127.0.0.1:1111	6371	2	0	43	4
f127.0.0.1:2222,127.0.0.1:1111	6376	1
f127.0.0.1:1111,127.0.0.1:2222	6376	2	44	0	3
f127.0.0.1:1111,127.0.0.1:2222	6376	3	45	0	3
f127.0.0.1:1111,127.0.0.1:2222	6376	2
f127.0.0.1:1111,127.0.0.1:2222	6376	-1	45	0
f127.0.0.1:1111,127.0.0.1:2222	6380	1
f127.0.0.1:2222,127.0.0.1:1111	6380	2	0	44	4
f127.0.0.1:2222,127.0.0.1:1111	6380	1
f127.0.0.1:2222,127.0.0.1:1111	6380	-1	0	44
f127.0.0.1:2222,127.0.0.1:1111	6383	0
f127.0.0.1:1111,127.0.0.1:2222	6384	1	46	0	3
f127.0.0.1:1111,127.0.0.1:2222	6392	0
f127.0.0.1:2222,127.0.0.1:1111	6392	1	0	44	4
f127.0.0.1:2222,127.0.0.1:1111	6406	0
f127.0.0.1:1111,127.0.0.1:2222	6406	1	47	0	3
f127.0.0.1:1111,127.0.0.1:2222	6414	0
f127.0.0.1:2222,127.0.0.1:1111	6414	1	0	44	4
f127.0.0.1:2222,127.0.0.1:1111	6420	0
f127.0.0.1:1111,127.0.0.1:2222	7406	1	45	0	3
f127.0.0.1:1111,127.0.0.1:2222	7411	0
f127.0.0.1:2222,127.0.0.1:1111	7412	1	0	45	4
f127.0.0.1:2222,127.0.0.1:1111	7418	0
f127.0.0.1:1111,127.0.0.1:2222	7418	1	46	0	3
f127.0.0.1:1111,127.0.0.1:2222	7418	2	47	0	3
f127.0.0.1:1111,127.0.0.1:2222	7422	1
f127.0.0.1:2222,127.0.0.1:1111	7423	2	0	46	4
f127.0.0.1:1111,127.0.0.1:2222	7426	1
f127.0.0.1:2222,127.0.0.1:1111	7427	2	0	47	4
f127.0.0.1:2222,127.0.0.1:1111	7428	1
f127.0.0.1:1111,127.0.0.1:2222	7428	2	48	0	3
f127.0.0.1:1111,127.0.0.1:2222	7433	1
f127.0.0.1:2222,127.0.0.1:1111	7433	2	0	48	4
f127.0.0.1:2222,127.0.0.1:1111	7433	1
f127.0.0.1:2222,127.0.0.1:1111	7433	-1	0	48
f127.0.0.1:2222,127.0.0.1:1111	7439	0
f127.0.0.1:1111,127.0.0.1:2222	7439	1	49	0	3
f127.0.0.1:1111,127.0.0.1:2222	7439	2	50	0	3
f127.0.0.1:1111,127.0.0.1:2222	7450	1
f127.0.0.1:1111,127.0.0.1:2222	7450	0
f127.0.0.1:2222,127.0.0.1:1111	7450	1	0	49	4
f127.0.0.1:2222,127.0.0.1:1111	7450	2	0	50	4
f127.0.0.1:2222,127.0.0.1:1111	7458	1
f127.0.0.1:1111,127.0.0.1:2222	7458	2	51	0	3
f127.0.0.1:1111,127.0.0.1:2222	7458	3	52	0	3
f127.0.0.1:1111,127.0.0.1:2222	7464	2
f127.0.0.1:2222,127.0.0.1:1111	7464	1
f127.0.0.1:2222,127.0.0.1:1111	7465	2	0	51	4
f127.0.0.1:1111,127.0.0.1:2222	7465	3	53	0	3
f127.0.0.1:1111,127.0.0.1:2222	7465	4	54	0	3
f127.0.0.1:1111,127.0.0.1:2222	7467	3
f127.0.0.1:2222,127.0.0.1:1111	7471	4	0	52	4
f127.0.0.1:2222,127.0.0.1:1111	7471	3
f127.0.0.1:1111,127.0.0.1:2222	7471	4	55	0	3
f127.0.0.1:1111,127.0.0.1:2222	7473	3
f127.0.0.1:2222,127.0.0.1:1111	7473	4	0	53	4
f127.0.0.1:2222,127.0.0.1:1111	7473	3
f127.0.0.1:2222,127.0.0.1:1111	7473	-1	0	53
f127.0.0.1:1111,127.0.0.1:2222	7481	2
f127.0.0.1:2222,127.0.0.1:1111	7482	3	0	54	4
f127.0.0.1:2222,127.0.0.1:1111	7483	2
f127.0.0.1:1111,127.0.0.1:2222	7483	3	56	0	3
f127.0.0.1:1111,127.0.0.1:2222	7483	2
f127.0.0.1:2222,127.0.0.1:1111	7483	3	0	55	4
f127.0.0.1:1111,127.0.0.1:2222	7494	2
f127.0.0.1:2222,127.0.0.1:1111	7494	1
f127.0.0.1:2222,127.0.0.1:1111	7494	2	0	56	4
f127.0.0.1:2222,127.0.0.1:1111	7494	1
f127.0.0.1:1111,127.0.0.1:2222	7494	2	57	0	3
f127.0.0.1:1111,127.0.0.1:2222	7495	3	58	0	3
f127.0.0.1:1111,127.0.0.1:2222	7495	4	59	0	3
f127.0.0.1:1111,127.0.0.1:2222	7499	3
f127.0.0.1:2222,127.0.0.1:1111	7499	4	0	57	4
f127.0.0.1:1111,127.0.0.1:2222	7499	5	60	0	3
f127.0.0.1:1111,127.0.0.1:2222	7506	4
f127.0.0.1:2222,127.0.0.1:1111	7506	3
f127.0.0.1:2222,127.0.0.1:1111	7507	4	0	58	4
f127.0.0.1:1111,127.0.0.1:2222	7507	3
f127.0.0.1:2222,127.0.0.1:1111	7507	4	0	59	4
f127.0.0.1:1111,127.0.0.1:2222	7507	5	61	0	3
f127.0.0.1:1111,127.0.0.1:2222	7507	4
f127.0.0.1:1111,127.0.0.1:2222	7507	-1	61	0
f127.0.0.1:1111,127.0.0.1:2222	7518	3
f127.0.0.1:2222,127.0.0.1:1111	7518	2
f127.0.0.1:2222,127.0.0.1:1111	7518	1
f127.0.0.1:2222,127.0.0.1:1111	7518	2	0	60	4
f127.0.0.1:1111,127.0.0.1:2222	7518	3	62	0	3
f127.0.0.1:1111,127.0.0.1:2222	7518	4	63	0	3
f127.0.0.1:1111,127.0.0.1:2222	7526	3
f127.0.0.1:2222,127.0.0.1:1111	7526	2
f127.0.0.1:2222,127.0.0.1:1111	7526	3	0	60	4
f127.0.0.1:1111,127.0.0.1:2222	7526	2
f127.0.0.1:2222,127.0.0.1:1111	7527	3	0	60	4
f127.0.0.1:1111,127.0.0.1:2222	7527	4	64	0	3
f127.0.0.1:1111,127.0.0.1:2222	7527	5	65	0	3
f127.0.0.1:2222,127.0.0.1:1111	7529	4
f127.0.0.1:1111,127.0.0.1:2222	7532	5	66	0	3
f127.0.0.1:1111,127.0.0.1:2222	7532	4
f127.0.0.1:2222,127.0.0.1:1111	7533	5	0	60	4
f127.0.0.1:1111,127.0.0.1:2222	7535	4
f127.0.0.1:2222,127.0.0.1:1111	7535	5	0	60	4
f127.0.0.1:2222,127.0.0.1:1111	7538	4
f127.0.0.1:1111,127.0.0.1:2222	7546	3
f127.0.0.1:2222,127.0.0.1:1111	7546	2
f127.0.0.1:2222,127.0.0.1:1111	7546	3	0	60	4
f127.0.0.1:2222,127.0.0.1:1111	7546	2
f127.0.0.1:2222,127.0.0.1:1111	7546	-1	0	60
f127.0.0.1:2222,127.0.0.1:1111	7554	1
f127.0.0.1:2222,127.0.0.1:1111	7561	0
f127.0.0.1:1111,127.0.0.1:2222	8533	1	61	0	3
f127.0.0.1:1111,127.0.0.1:2222	8538	0
f127.0.0.1:2222,127.0.0.1:1111	8538	1	0	61	4
f127.0.0.1:2222,127.0.0.1:1111	8538	0
f127.0.0.1:2222,127.0.0.1:1111	8538	-1	0	61
f127.0.0.1:1111,127.0.0.1:2222	9533	1	61	0	3
f127.0.0.1:1111,127.0.0.1:2222	9538	0
f127.0.0.1:2222,127.0.0.1:1111	9538	1	0	61	4
f127.0.0.1:2222,127.0.0.1:1111	9544	0
f127.0.0.1:1111,127.0.0.1:2222	9544	1	62	0	3
f127.0.0.1:1111,127.0.0.1:2222	9545	2	63	0	3
f127.0.0.1:1111,127.0.0.1:2222	9549	1
f127.0.0.1:2222,127.0.0.1:1111	9549	2	0	62	4
f127.0.0.1:1111,127.0.0.1:2222	9553	1
f127.0.0.1:2222,127.0.0.1:1111	9553	2	0	63	4
f127.0.0.1:2222,127.0.0.1:1111	9555	1
f127.0.0.1:1111,127.0.0.1:2222	9555	2	64	0	3
f127.0.0.1:1111,127.0.0.1:2222	9555	1
f127.0.0.1:1111,127.0.0.1:2222	9555	-1	64	0
f127.0.0.1:2222,127.0.0.1:1111	9569	0
f127.0.0.1:1111,127.0.0.1:2222	9569	1	65	0	3
f127.0.0.1:1111,127.0.0.1:2222	9569	2	66	0	3
f127.0.0.1:1111,127.0.0.1:2222	9574	1
f127.0.0.1:2222,127.0.0.1:1111	9574	2	0	63	4
f127.0.0.1:1111,127.0.0.1:2222	9578	1
f127.0.0.1:2222,127.0.0.1:1111	9578	2	0	63	4
f127.0.0.1:2222,127.0.0.1:1111	9580	1
f127.0.0.1:2222,127.0.0.1:1111	9594	0
f127.0.0.1:1111,127.0.0.1:2222	10570	1	64	0	3
f127.0.0.1:1111,127.0.0.1:2222	10574	0
f127.0.0.1:2222,127.0.0.1:1111	10575	1	0	64	4
f127.0.0.1:2222,127.0.0.1:1111	10575	0
f127.0.0.1:2222,127.0.0.1:1111	10575	-1	0	64
f127.0.0.1:1111,127.0.0.1:2222	11570	1	64	0	3
f127.0.0.1:1111,127.0.0.1:2222	11575	0
f127.0.0.1:2222,127.0.0.1:1111	11575	1	0	64	4
f127.0.0.1:2222,127.0.0.1:1111	11581	0
f127.0.0.1:1111,127.0.0.1:2222	11581	1	65	0	3
f127.0.0.1:1111,127.0.0.1:2222	11581	2	66	0	3
f127.0.0.1:1111,127.0.0.1:2222	11585	1
f127.0.0.1:2222,127.0.0.1:1111	11585	2	0	65	4
f127.0.0.1:1111,127.0.0.1:2222	11589	1
f127.0.0.1:2222,127.0.0.1:1111	11589	2	0	66	4
f127.0.0.1:2222,127.0.0.1:1111	11591	1
f127.0.0.1:1111,127.0.0.1:2222	11591	2	67	0	3
f127.0.0.1:1111,127.0.0.1:2222	11595	1
f127.0.0.1:2222,127.0.0.1:1111	11595	2	0	67	4
f127.0.0.1:2222,127.0.0.1:1111	11601	1
f127.0.0.1:1111,127.0.0.1:2222	11601	2	68	0	3
f127.0.0.1:1111,127.0.0.1:2222	11601	1
f127.0.0.1:1111,127.0.0.1:2222	11601	-1	68	0
f127.0.0.1:1111,127.0.0.1:2222	11602	2	69	0	3
f127.0.0.1:1111,127.0.0.1:2222	11606	1
f127.0.0.1:2222,127.0.0.1:1111	11606	2	0	67	4
f127.0.0.1:2222,127.0.0.1:1111	11607	1
f127.0.0.1:1111,127.0.0.1:2222	11607	2	70	0	3
f127.0.0.1:1111,127.0.0.1:2222	11607	1
f127.0.0.1:1111,127.0.0.1:2222	11607	-1	70	0
f127.0.0.1:2222,127.0.0.1:1111	11617	0
f127.0.0.1:1111,127.0.0.1:2222	12607	1	68	0	3
f127.0.0.1:1111,127.0.0.1:2222	12611	0
f127.0.0.1:2222,127.0.0.1:1111	12612	1	0	68	4
f127.0.0.1:2222,127.0.0.1:1111	12612	0
f127.0.0.1:2222,127.0.0.1:1111	12612	-1	0	68
f127.0.0.1:1111,127.0.0.1:2222	13607	1	68	0	3
f127.0.0.1:1111,127.0.0.1:2222	13612	0
f127.0.0.1:2222,127.0.0.1:1111	13612	1	0	68	4
f127.0.0.1:2222,127.0.0.1:1111	13612	0
f127.0.0.1:2222,127.0.0.1:1111	13612	-1	0	68
f127.0.0.1:1111,127.0.0.1:2222	14608	1	68	0	3
f127.0.0.1:1111,127.0.0.1:2222	14612	0
f127.0.0.1:2222,127.0.0.1:1111	14612	1	0	68	4
f127.0.0.1:2222,127.0.0.1:1111	14618	0
f127.0.0.1:1111,127.0.0.1:2222	14618	1	69	0	3
f127.0.0.1:1111,127.0.0.1:2222	14618	0
f127.0.0.1:1111,127.0.0.1:2222	14618	-1	69	0
f127.0.0.1:1111,127.0.0.1:2222	14618	1	70	0	3
f127.0.0.1:1111,127.0.0.1:2222	14623	0
f127.0.0.1:2222,127.0.0.1:1111	14623	1	0	68	4
f127.0.0.1:2222,127.0.0.1:1111	14634	0
f127.0.0.1:1111,127.0.0.1:2222	15619	1	69	0	3
f127.0.0.1:1111,127.0.0.1:2222	15623	0
